time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
2	50	100	4	50	128	0.4	0.7070853998805352	0.7336745107223647	0.7304652472597877	0.6934509752950392	0.7700941428900612
2	50	100	4	50	128	0.4	0.7837956592849579	0.7968784248220906	0.8002237676569633	0.71936518733571	0.8625430305668084
2	50	100	4	50	128	0.4	0.7545527943869583	0.7587402188504871	0.7595945053916036	0.7104602387756226	0.8397483888367686
time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
time (min)	LSTM_dim	attn_dim	n_heads	head_dim	fc_dim	attn_dropout	train	val	test_all	test_low	test_high
16	50	100	4	50	128	0.4	0.8648094583237635	0.8282925062359198	0.8308686723486249	0.7399968216373777	0.909092455536008
11	50	100	4	50	128	0.4	0.8866722761153379	0.8420490630877053	0.846358032259729	0.7557542493905404	0.9297296884546205
13	50	100	4	50	128	0.4	0.8950330976123891	0.8463365482377649	0.8457227638658671	0.7469294819730604	0.9251320041574687
15	50	100	4	50	128	0.4	0.8992230197094567	0.8450890770653535	0.8547189825838218	0.764039225644256	0.9302386383718756
10	50	100	4	50	128	0.4	0.8829547763640072	0.8400692939831832	0.8444822228997979	0.7447118855654824	0.9286971498555703
13	50	100	4	50	128	0.4	0.8683360935743812	0.8368533896899167	0.8433621267339889	0.7608079797726323	0.9270467669862047
11	50	100	4	50	128	0.4	0.8484001986379888	0.8323390036325616	0.8389192450690922	0.7570156424806018	0.9114908913522746
12	50	100	4	50	128	0.4	0.860069499133394	0.8374412552022448	0.8379740769547123	0.7563080234054185	0.9196320048897518
13	50	100	4	50	128	0.4	0.8878469964139605	0.8498039581785881	0.8498542547237697	0.7457242192289374	0.933817487449147
